State FIPS Code,County FIPS Code,"Poverty Estimate, All Ages",Median Household Income
1,0,905682,42917
1,1,7204,54366
1,3,25696,49626
1,5,5943,34971
1,7,3666,39546
1,9,10000,45567
1,11,3179,26580
1,13,4988,32512
1,15,23114,41123
1,17,7170,34116
1,19,4768,38013
1,21,7874,41450
1,23,3293,35049
1,25,6137,36620
1,27,2592,35940
1,29,2527,40418
1,31,8407,46931
1,33,9022,43057
1,35,3846,29101
1,37,1976,34679
1,39,7778,36149
1,41,2929,34445
1,43,13809,39922
1,45,10865,41940
1,47,14470,26602
1,49,16856,36241
1,51,10867,54298
1,53,8639,37077
1,55,19291,39904
1,57,3425,35664
1,59,7222,33881
1,61,6303,34425
1,63,2819,26504
1,65,4182,33315
1,67,2925,39930
1,69,20643,40124
1,71,11440,36923
1,73,125778,44852
1,75,2856,34553
1,77,17041,41324
1,79,5499,41574
1,81,37752,41256
1,83,11912,51175
1,85,3285,30675
1,87,5649,28518
1,89,48750,58833
1,91,5071,32977
1,93,5925,37707
1,95,20528,36536
1,97,80016,42943
1,99,5484,34733
1,101,48844,43054
1,103,17665,45082
1,105,4246,27403
1,107,4667,31933
1,109,8237,31844
1,111,4512,36939
1,113,12309,35585
1,115,12071,50571
1,117,19610,69432
1,119,4692,25413
1,121,17499,39999
1,123,8633,36779
1,125,34553,46892
1,127,15161,37245
1,129,3077,41321
1,131,3697,24035
1,133,4796,35528
2,0,81622,70898
2,13,544,55462
2,16,549,68387
2,20,29207,75200
2,50,4166,45808
2,60,89,75364
2,68,133,69692
2,70,867,51082
2,90,9011,67801
2,100,252,67260
2,105,397,51687
2,110,2500,80835
2,122,6472,62532
2,130,1685,57776
2,150,1146,67972
2,164,288,45570
2,170,10243,73981
2,180,2509,47160
2,185,1112,75682
2,188,1771,65192
2,195,276,56655
2,198,1105,43245
2,220,750,65765
2,230,37,69170
2,240,949,59641
2,261,931,73998
2,270,2845,30877
2,275,280,52201
2,282,94,52595
2,290,1416,36708
4,0,1195889,50036
4,1,23458,32366
4,3,22879,45025
4,5,27154,48653
4,7,12683,37677
4,9,6907,46046
4,11,955,59416
4,12,4545,32533
4,13,687643,53929
4,15,41178,37704
4,17,30157,35457
4,19,183590,45871
4,21,66073,49876
4,23,10966,37465
4,25,33589,44145
4,27,44112,39700
5,0,539999,41335
5,1,3735,36409
5,3,4707,36176
5,5,6021,37873
5,7,28436,57408
5,9,6206,39779
5,11,3012,32734
5,13,902,39493
5,15,4909,36964
5,17,3357,29541
5,19,4285,38504
5,21,2981,33826
5,23,3831,40555
5,25,1393,43201
5,27,5363,37495
5,29,3797,42348
5,31,21974,42851
5,33,10152,43466
5,35,13323,35455
5,37,3779,38597
5,39,1544,34018
5,41,3325,33028
5,43,4249,36801
5,45,17140,51436
5,47,3066,40404
5,49,2700,33347
5,51,17929,40621
5,53,2382,46067
5,55,6994,42572
5,57,5383,33136
5,59,5815,37831
5,61,2497,37336
5,63,6695,41085
5,65,2756,32744
5,67,3864,32427
5,69,18042,35927
5,71,4991,34923
5,73,1916,32225
5,75,3742,34916
5,77,3181,28006
5,79,2958,37644
5,81,2256,37691
5,83,4532,36391
5,85,8704,54459
5,87,2803,39158
5,89,3292,33181
5,91,8756,40877
5,93,11744,33577
5,95,2103,30682
5,97,1801,34597
5,99,2147,30935
5,101,1574,35895
5,103,5617,34971
5,105,1751,40556
5,107,6950,28171
5,109,2161,36893
5,111,5239,35851
5,113,4399,33127
5,115,10868,39909
5,117,1526,39896
5,119,61892,45698
5,121,3141,37761
5,123,7607,30489
5,125,9909,55915
5,127,2501,33202
5,129,1828,31765
5,131,27549,39907
5,133,3514,37014
5,135,3603,32101
5,137,3010,30010
5,139,9184,40841
5,141,3647,32975
5,143,41097,45589
5,145,14506,42044
5,147,1707,29969
5,149,3749,37080
6,0,6253423,61927
6,1,197984,76996
6,3,211,53003
6,5,4313,54610
6,7,48151,42302
6,9,6057,53321
6,11,3030,48006
6,13,115466,80338
6,15,5388,41419
6,17,20715,70235
6,19,261387,43338
6,21,4723,43755
6,23,27609,40581
6,25,40162,38737
6,27,2533,49267
6,29,206604,47451
6,31,33174,44490
6,33,15387,36333
6,35,4473,49995
6,37,1863025,55686
6,39,32542,43171
6,41,22272,94549
6,43,2830,47781
6,45,16256,42840
6,47,64585,43818
6,49,1770,39172
6,51,1558,59181
6,53,70259,57428
6,55,12317,71063
6,57,11193,57118
6,59,400252,76061
6,61,30490,75689
6,63,2556,47964
6,65,392706,56877
6,67,264955,55803
6,69,8162,68166
6,71,422405,51951
6,73,467248,66034
6,75,101313,83788
6,77,145167,51527
6,79,38048,61775
6,81,56580,100806
6,83,73600,62116
6,85,159553,97219
6,87,42076,64257
6,89,26016,43661
6,91,409,47293
6,93,9076,38641
6,95,51638,67106
6,97,55742,66949
6,99,95456,50917
6,101,14485,51827
6,103,11358,40782
6,105,2577,34961
6,107,127305,42360
6,109,7177,49476
6,111,95912,74967
6,113,39493,54509
6,115,15693,41403
8,0,632987,61324
8,1,61384,59316
8,3,3385,38140
8,5,68849,65359
8,7,1782,44508
8,9,711,36294
8,11,1278,35424
8,13,40299,71546
8,14,2464,85885
8,15,2114,48840
8,17,243,52273
8,19,769,69115
8,21,1888,33998
8,23,1015,27882
8,25,1244,32570
8,27,624,48368
8,29,4574,45283
8,31,103412,54872
8,33,304,44235
8,35,11740,107250
8,37,4116,76661
8,39,1408,83603
8,41,78363,59286
8,43,7282,41385
8,45,5777,62529
8,47,459,64752
8,49,1511,59379
8,51,2216,48940
8,53,78,51241
8,55,1385,32750
8,57,232,45073
8,59,45482,70687
8,61,187,42310
8,63,1080,46394
8,65,1158,46765
8,67,5549,60658
8,69,40447,57659
8,71,2314,39625
8,73,814,41248
8,75,3296,45439
8,77,22155,50106
8,79,62,51257
8,81,1439,56193
8,83,4157,44163
8,85,6257,46336
8,87,3718,47631
8,89,4686,33043
8,91,444,57242
8,93,1525,58487
8,95,494,47006
8,97,1228,73274
8,99,2444,39184
8,101,29845,41382
8,103,700,63184
8,105,2087,40593
8,107,1997,66846
8,109,1842,31227
8,111,111,40006
8,113,774,59603
8,115,323,44562
8,117,2831,68352
8,119,2202,62380
8,121,524,45784
8,123,28515,61501
8,125,1394,46838
9,0,375281,70007
9,1,83132,85336
9,3,106078,65809
9,5,14015,73413
9,7,12636,76365
9,9,108729,60387
9,11,28868,65813
9,13,10253,78653
9,15,11570,57547
10,0,118032,59853
10,1,23484,54271
10,3,65642,64632
10,5,28907,53316
11,0,114790,69992
11,1,114790,69992
12,0,3231142,47439
12,1,52756,44325
12,3,4826,47121
12,5,27165,44800
12,7,5287,39980
12,9,79657,47973
12,11,268418,51485
12,13,2800,35256
12,15,19704,43242
12,17,27449,36383
12,19,21658,58539
12,21,49211,58403
12,23,13604,38484
12,27,9434,36945
12,29,3911,32121
12,31,159748,46013
12,33,44320,46139
12,35,11775,51556
12,37,2507,36788
12,39,11119,35849
12,41,3139,40788
12,43,2559,38783
12,45,2836,38419
12,47,3653,31734
12,49,7642,35371
12,51,9581,38494
12,53,26629,40094
12,55,18898,35787
12,57,217968,50758
12,59,4743,35651
12,61,21098,47548
12,63,9787,36876
12,65,2285,40205
12,67,1791,38071
12,69,42954,46895
12,71,107493,49147
12,73,62734,45463
12,75,8323,37433
12,77,1544,38473
12,79,4567,33017
12,81,49017,51673
12,83,58576,39860
12,85,18091,55472
12,86,535148,42754
12,87,10626,57411
12,89,8859,56728
12,91,23680,55952
12,93,9472,37065
12,95,222654,47069
12,97,59222,42945
12,99,204862,52225
12,101,70125,45219
12,103,139881,45162
12,105,112539,42768
12,107,20167,32054
12,109,17572,66560
12,111,49752,42722
12,113,17564,58587
12,115,42343,52109
12,117,51782,56443
12,119,11528,51907
12,121,9559,38177
12,123,4475,36374
12,125,2515,40207
12,127,87670,40881
12,129,4185,51642
12,131,9357,46867
12,133,4348,36482
13,0,1802783,49240
13,1,4495,36642
13,3,2163,31740
13,5,2837,34201
13,7,886,43115
13,9,11809,37008
13,11,3077,46018
13,13,9440,49698
13,15,14398,51440
13,17,4881,31081
13,19,4923,35078
13,21,41742,36014
13,23,2668,40454
13,25,3973,36865
13,27,4410,32903
13,29,4012,66556
13,31,20890,36315
13,33,6968,35055
13,35,4474,41505
13,37,1838,30760
13,39,5980,51793
13,43,3069,31829
13,45,24983,43442
13,47,8217,50728
13,49,2946,34312
13,51,48234,50154
13,53,1606,45933
13,55,4944,34830
13,57,21331,71168
13,59,41889,31487
13,61,1132,27512
13,63,60123,42985
13,65,1919,31577
13,67,93604,66970
13,69,11140,33125
13,71,11982,33509
13,73,13098,68067
13,75,4438,32408
13,77,16804,60809
13,79,2437,43111
13,81,7327,31176
13,83,2519,42953
13,85,2671,57491
13,87,7244,33968
13,89,144818,50597
13,91,4952,32293
13,93,3731,31103
13,95,28119,32150
13,97,19423,54581
13,99,3089,34906
13,101,1078,34444
13,103,6031,61195
13,105,4101,35351
13,107,7134,30119
13,109,2792,33293
13,111,4612,37813
13,113,7479,79069
13,115,19408,41814
13,117,12863,86413
13,119,5227,38055
13,121,168027,55516
13,123,5623,40010
13,125,574,39643
13,127,15666,46737
13,129,9800,43880
13,131,6583,35237
13,133,3984,42823
13,135,116888,59858
13,137,6320,40994
13,139,31582,52238
13,141,2585,26309
13,143,5300,40387
13,145,3071,66249
13,147,5284,38564
13,149,2174,41348
13,151,29088,60388
13,153,25310,53027
13,155,2133,35955
13,157,8283,51931
13,159,2424,41818
13,161,3635,35235
13,163,4154,30835
13,165,2727,30678
13,167,2418,29818
13,169,4119,51749
13,171,3605,40339
13,173,2417,37113
13,175,11903,35807
13,177,3331,64533
13,179,10742,41682
13,181,1354,39484
13,183,3666,43193
13,185,26225,38887
13,187,5297,44653
13,189,5817,37413
13,191,3290,37603
13,193,4054,29430
13,195,5534,45557
13,197,2255,36055
13,199,4931,37243
13,201,1460,35276
13,205,6693,32711
13,207,3815,53542
13,209,1860,36436
13,211,2673,50295
13,213,7283,40976
13,215,42237,41783
13,217,19738,48058
13,219,2755,80631
13,221,2291,46840
13,223,15777,63964
13,225,5589,40550
13,227,3655,51047
13,229,3540,40526
13,231,2405,50395
13,233,8351,38847
13,235,2453,36128
13,237,3967,42125
13,239,682,29477
13,241,3287,38449
13,243,2496,25807
13,245,49562,36012
13,247,14983,48287
13,249,1035,39601
13,251,3584,34012
13,253,2258,37672
13,255,17205,35555
13,257,5184,36870
13,259,1664,27635
13,261,9996,34017
13,263,1513,33370
13,265,545,28716
13,267,5833,34010
13,269,2114,32815
13,271,4274,29244
13,273,2632,34604
13,275,10827,36973
13,277,11178,36303
13,279,6586,34008
13,281,1817,39453
13,283,1752,32536
13,285,13099,41141
13,287,2472,32171
13,289,2309,36886
13,291,3260,40667
13,293,6661,34867
13,295,13348,39078
13,297,13499,52082
13,299,9595,34288
13,301,1573,31623
13,303,5734,36137
13,305,7032,41093
13,307,603,33893
13,309,2103,30264
13,311,4606,42126
13,313,21240,43731
13,315,2113,32722
13,317,2617,32042
13,319,2130,34512
13,321,4692,40382
15,0,158266,69549
15,1,34598,51887
15,3,93994,73985
15,7,8570,58883
15,9,21103,64916
16,0,237604,47572
16,1,48083,57908
16,3,569,40777
16,5,14116,44324
16,7,795,45504
16,9,1418,46277
16,11,6720,47292
16,13,2262,63490
16,15,1057,50874
16,17,6686,45193
16,19,16643,51440
16,21,1817,42720
16,23,385,42907
16,25,133,49569
16,27,35950,43489
16,29,778,55770
16,31,3615,45078
16,33,150,45979
16,35,1308,41304
16,37,645,42704
16,39,3656,45049
16,41,1393,50545
16,43,1872,45578
16,45,2645,41688
16,47,2560,44669
16,49,2565,39551
16,51,3093,52428
16,53,3543,46513
16,55,18765,49061
16,57,7008,43482
16,59,1392,37869
16,61,523,39918
16,63,742,44046
16,65,10050,36065
16,67,3403,46332
16,69,5689,46214
16,71,573,46503
16,73,2645,38478
16,75,3213,45533
16,77,1183,48048
16,79,2310,36577
16,81,1198,57644
16,83,11553,44236
16,85,1142,49380
16,87,1757,35955
17,0,1802337,57458
17,1,9185,46061
17,3,2491,30699
17,5,2463,49886
17,7,5447,58792
17,9,665,50225
17,11,4369,52138
17,13,587,49689
17,15,1821,50750
17,17,1702,46289
17,19,43210,47966
17,21,4639,46870
17,23,2213,50645
17,25,1811,45709
17,27,3554,60556
17,29,11228,41319
17,31,883001,55058
17,33,2721,45889
17,35,1298,49567
17,37,14452,56536
17,39,1735,55193
17,41,1957,52526
17,43,72895,80037
17,45,2636,45485
17,47,756,46894
17,49,3987,52578
17,51,3495,41268
17,53,1604,50877
17,55,7684,37758
17,57,5453,44435
17,59,917,41045
17,61,2118,39738
17,63,4261,70092
17,65,1149,49790
17,67,2126,48767
17,69,847,37331
17,71,802,50999
17,73,5501,51025
17,75,4486,46895
17,77,16945,34395
17,79,1045,52919
17,81,7046,43073
17,83,2505,52493
17,85,2352,51282
17,87,1751,45773
17,89,55787,72131
17,91,15667,56326
17,93,6477,90640
17,95,9289,38992
17,97,64993,78001
17,99,14686,51205
17,101,2521,41759
17,103,3479,54472
17,105,4115,53918
17,107,3178,54353
17,109,6549,42684
17,111,20905,76856
17,113,23326,60460
17,115,17003,47575
17,117,5868,48544
17,119,34436,54375
17,121,7004,44289
17,123,1255,53732
17,125,2014,46878
17,127,3029,40590
17,129,1245,61388
17,131,1511,54916
17,133,1710,73684
17,135,4577,45288
17,137,4832,46406
17,139,1705,52790
17,141,5856,57126
17,143,30408,52448
17,145,3200,42032
17,147,1206,65971
17,149,2338,39005
17,151,799,40722
17,153,1332,33943
17,155,512,62024
17,157,3949,47862
17,159,2284,43396
17,161,23015,48024
17,163,49691,50155
17,165,4983,38329
17,167,29897,55371
17,169,954,47092
17,171,614,51584
17,173,2539,48994
17,175,677,50219
17,177,6417,48569
17,179,12112,60490
17,181,3079,40957
17,183,14555,42036
17,185,1690,49385
17,187,2261,44180
17,189,1441,54683
17,191,2457,46839
17,193,1963,46927
17,195,6771,49895
17,197,54720,75176
17,199,10271,46322
17,201,47864,47708
17,203,2411,70127
18,0,968437,49384
18,1,5273,50172
18,3,54597,48651
18,5,9338,54101
18,7,1102,46196
18,9,1821,39563
18,11,4409,68352
18,13,1908,52582
18,15,2137,55318
18,17,5170,44430
18,19,11945,52050
18,21,3791,44385
18,23,3992,49945
18,25,1894,40657
18,27,4433,47670
18,29,5688,59280
18,31,3404,50258
18,33,4224,51911
18,35,23985,39449
18,37,3312,53211
18,39,27469,50192
18,41,3765,40122
18,43,8644,53186
18,45,2393,45168
18,47,2522,54086
18,49,2631,44762
18,51,3871,46466
18,53,12684,40234
18,55,4989,41077
18,57,14813,89861
18,59,4907,68334
18,61,3858,56787
18,63,9634,70358
18,65,7012,41955
18,67,13655,47433
18,69,3768,49832
18,71,6379,48368
18,73,3340,55190
18,75,4154,38663
18,77,4913,45964
18,79,4814,43783
18,81,14711,58833
18,83,6141,44077
18,85,9235,54068
18,87,4146,52003
18,89,85233,50774
18,91,18671,46243
18,93,5622,45232
18,95,20564,44730
18,97,194803,42700
18,99,5041,52508
18,101,1351,48381
18,103,5543,41065
18,105,30812,43841
18,107,4544,46945
18,109,7917,54849
18,111,1607,51285
18,113,5159,50997
18,115,659,51403
18,117,3463,39572
18,119,3180,46001
18,121,2719,42056
18,123,2754,44623
18,125,1393,47217
18,127,16369,63030
18,129,2703,59975
18,131,1806,43770
18,133,4341,49467
18,135,4003,41577
18,137,2980,52491
18,139,2387,47418
18,141,44228,46388
18,143,4106,41649
18,145,5142,54831
18,147,1908,54468
18,149,3552,43740
18,151,4208,50078
18,153,3158,43933
18,155,1793,47606
18,157,37311,46276
18,159,1448,55008
18,161,988,47410
18,163,30984,42622
18,165,2135,44388
18,167,19910,41260
18,169,4621,45151
18,171,811,55925
18,173,4926,65793
18,175,4455,43573
18,177,11570,40929
18,179,2916,51182
18,181,2680,50731
18,183,3088,59266
19,0,368678,53816
19,1,751,48216
19,3,466,51929
19,5,1701,45229
19,7,2191,40422
19,9,626,50014
19,11,2220,61931
19,13,18419,51331
19,15,2671,54186
19,17,1734,62438
19,19,2208,55781
19,21,2415,50719
19,23,1454,52273
19,25,1261,49456
19,27,2001,52367
19,29,1717,46159
19,31,1432,61423
19,33,5047,49569
19,35,1099,52894
19,37,1183,50788
19,39,1305,45413
19,41,1858,51514
19,43,1878,49018
19,45,6050,48528
19,47,1965,50370
19,49,4745,79173
19,51,1330,46750
19,53,1586,36742
19,55,1532,55958
19,57,6208,45292
19,59,1234,56551
19,61,10654,55320
19,63,1074,47342
19,65,2807,45522
19,67,2010,48292
19,69,1234,51045
19,71,804,54154
19,73,1192,49125
19,75,812,61215
19,77,1304,49507
19,79,1400,53691
19,81,914,57682
19,83,1916,53277
19,85,1540,52824
19,87,2487,50347
19,89,1124,49837
19,91,956,49696
19,93,754,53905
19,95,1211,58234
19,97,2172,50299
19,99,3923,52750
19,101,2673,41094
19,103,21391,59946
19,105,2232,51558
19,107,1362,48316
19,109,1442,52967
19,111,5991,44719
19,113,19779,62700
19,115,1216,50924
19,117,1376,42582
19,119,906,61750
19,121,1357,62230
19,123,2797,48584
19,125,3538,57046
19,127,5113,50244
19,129,1384,59399
19,131,1209,52616
19,133,1254,43178
19,135,916,44705
19,137,1961,42046
19,139,4799,54441
19,141,1417,55968
19,143,557,51423
19,145,2056,46927
19,147,1001,50600
19,149,1863,62745
19,151,897,49625
19,153,58971,61028
19,155,11120,51947
19,157,2063,52791
19,159,804,42854
19,161,1060,49513
19,163,20437,54959
19,165,1118,55637
19,167,2405,60205
19,169,16276,52128
19,171,2210,54957
19,173,793,46501
19,175,1560,44905
19,177,1063,42555
19,179,5709,42414
19,181,2925,67342
19,183,2210,56243
19,185,1050,42006
19,187,5550,43490
19,189,1056,50703
19,191,1747,55984
19,193,15151,45641
19,195,823,50286
19,197,1511,50108
20,0,381506,52392
20,1,2267,39196
20,3,1107,45368
20,5,2666,44199
20,7,600,51676
20,9,4739,46942
20,11,2637,38430
20,13,1680,45781
20,15,7194,60123
20,17,334,47025
20,19,555,39120
20,21,3573,40686
20,23,303,41797
20,25,270,47650
20,27,887,53131
20,29,1250,42697
20,31,905,55705
20,33,213,45353
20,35,5086,45180
20,37,7764,38491
20,39,389,41434
20,41,2115,47493
20,43,1109,47599
20,45,20961,49246
20,47,314,49256
20,49,461,36471
20,51,3646,49508
20,53,670,46961
20,55,6871,48609
20,57,5106,51144
20,59,3328,50745
20,61,4966,41193
20,63,277,50886
20,65,304,45341
20,67,844,60279
20,69,497,58543
20,71,138,52795
20,73,1048,39732
20,75,333,47709
20,77,733,50525
20,79,4265,55074
20,81,436,59596
20,83,166,52394
20,85,1377,53796
20,87,1745,56927
20,89,407,44101
20,91,37315,76104
20,93,465,53484
20,95,836,53378
20,97,302,46318
20,99,3754,40822
20,101,183,53739
20,103,7856,65549
20,105,395,44896
20,107,1388,44520
20,109,266,49852
20,111,5721,43038
20,113,2478,57878
20,115,1360,47723
20,117,1094,47901
20,119,494,53903
20,121,3061,63924
20,123,674,48645
20,125,5888,42221
20,127,703,44774
20,129,335,55378
20,131,974,54149
20,133,2804,41527
20,135,301,51923
20,137,639,44846
20,139,2021,52749
20,141,470,38848
20,143,620,52744
20,145,817,47351
20,147,621,45856
20,149,2262,65373
20,151,974,54701
20,153,299,44932
20,155,9577,46533
20,157,594,42381
20,159,1369,49152
20,161,13379,46468
20,163,608,48383
20,165,379,43083
20,167,913,45443
20,169,7044,48460
20,171,411,56032
20,173,73532,51175
20,175,3617,47381
20,177,26058,52795
20,179,273,52300
20,181,968,43100
20,183,500,41303
20,185,594,45945
20,187,236,56591
20,189,554,59773
20,191,3064,52476
20,193,851,50639
20,195,279,46859
20,197,666,59160
20,199,178,49109
20,201,590,43264
20,203,246,53447
20,205,1478,39764
20,207,569,35502
20,209,39074,37087
21,0,812803,42914
21,1,4644,31558
21,3,3816,39801
21,5,2450,54331
21,7,1359,44732
21,9,8247,37666
21,11,2733,34126
21,13,8955,24868
21,15,10009,66939
21,17,3774,42812
21,19,10705,40224
21,21,4627,41538
21,23,1540,41910
21,25,4340,28647
21,27,3740,41547
21,29,9474,54924
21,31,2596,35219
21,33,2282,42640
21,35,7052,37705
21,37,11724,52349
21,39,833,40701
21,41,2139,43615
21,43,6322,34991
21,45,4699,29344
21,47,14868,36736
21,49,5615,49012
21,51,7267,25215
21,53,2565,28341
21,55,1823,38338
21,57,1841,29067
21,59,14370,43390
21,61,2366,38544
21,63,2133,30556
21,65,4254,30333
21,67,59007,48552
21,69,2795,35878
21,71,11702,30127
21,73,6184,49400
21,75,1812,30671
21,77,1419,45483
21,79,3004,43647
21,81,4103,46226
21,83,6550,39247
21,85,5488,35726
21,87,2339,33640
21,89,5846,42452
21,91,1193,50358
21,93,14905,50407
21,95,9436,26351
21,97,3386,41406
21,99,4200,38038
21,101,8227,43040
21,103,2814,43799
21,105,828,41588
21,107,7594,42477
21,109,3514,29090
21,111,124850,48264
21,113,7190,51227
21,115,5817,34271
21,117,24923,54728
21,119,5113,27709
21,121,10824,26048
21,123,2486,40312
21,125,14610,34678
21,127,4041,32835
21,129,2292,25473
21,131,3514,27777
21,133,6949,28574
21,135,4707,30217
21,137,6650,35368
21,139,1299,42892
21,141,4486,41150
21,143,1108,43067
21,145,11214,41216
21,147,7525,24265
21,149,1580,42288
21,151,15947,44358
21,153,3850,29421
21,155,4065,39089
21,157,3977,45596
21,159,4401,27484
21,161,3115,40260
21,163,3616,52377
21,165,1668,30828
21,167,3720,43945
21,169,2484,30460
21,171,2748,30172
21,173,5620,41139
21,175,3489,30872
21,177,6368,38916
21,179,5618,54540
21,181,1342,37061
21,183,4633,38261
21,185,3211,92097
21,187,1848,43626
21,189,1984,23047
21,191,2229,47023
21,193,7401,31265
21,195,16796,32666
21,197,3247,32783
21,199,16338,32767
21,201,492,37281
21,203,3956,33789
21,205,4953,37287
21,207,4608,33623
21,209,5406,61989
21,211,5548,57447
21,213,2610,45269
21,215,1545,67437
21,217,6333,34633
21,219,2368,40002
21,221,2218,44676
21,223,1408,46708
21,225,2832,44119
21,227,20900,48925
21,229,2284,39983
21,231,5252,30619
21,233,2220,43024
21,235,10097,31086
21,237,2558,25768
21,239,2812,57067
22,0,898902,44680
22,1,13527,40269
22,3,4832,36852
22,5,15873,67299
22,7,4067,46317
22,9,9639,34022
22,11,6559,43918
22,13,3704,33134
22,15,17520,51138
22,17,59514,39812
22,19,35591,45979
22,21,2168,36350
22,23,809,59300
22,25,2158,34116
22,27,3789,35385
22,29,5855,31835
22,31,6298,40642
22,33,80273,46831
22,35,2751,25402
22,37,3543,41651
22,39,7757,32615
22,41,5718,32318
22,43,4417,40668
22,45,14132,45226
22,47,5867,47377
22,49,3679,37130
22,51,68333,47024
22,53,6700,37968
22,55,34809,51340
22,57,16903,47382
22,59,2447,44139
22,61,12699,32889
22,63,16499,58818
22,65,4250,26732
22,67,7608,30636
22,69,11500,34522
22,71,103855,35468
22,73,35619,40877
22,75,3715,51304
22,77,4072,44469
22,79,25480,40406
22,81,2140,33322
22,83,4932,36666
22,85,5022,39561
22,87,7869,45615
22,89,6272,60751
22,91,2515,35004
22,93,3450,47477
22,95,8995,47225
22,97,24857,32683
22,99,9460,46713
22,101,11395,42075
22,103,27292,63441
22,105,27726,39927
22,107,1538,27522
22,109,23321,49044
22,111,4835,38998
22,113,10775,45331
22,115,6911,46682
22,117,12979,29749
22,119,8681,36003
22,121,5012,51550
22,123,2492,33959
22,125,2415,53679
22,127,3487,36644
23,0,181737,49381
23,1,16125,46701
23,3,13603,36066
23,5,30257,61436
23,7,4592,41035
23,9,6886,45807
23,11,16257,45556
23,13,5315,50002
23,15,3951,47905
23,17,9083,40120
23,19,26330,42728
23,21,3403,36994
23,23,3642,55630
23,25,8681,39001
23,27,5752,46598
23,29,5725,38057
23,31,22134,55482
24,0,604762,73851
24,1,12063,39808
24,3,36632,86654
24,5,78935,67766
24,9,6441,92446
24,11,5108,49573
24,13,9673,84500
24,15,10751,62198
24,17,11000,86703
24,19,5608,42279
24,21,15670,83698
24,23,3610,47441
24,25,19664,79403
24,27,18818,106871
24,29,2544,53288
24,31,73213,97279
24,33,91060,71904
24,35,3620,80650
24,37,9239,84686
24,39,5197,38376
24,41,4333,54836
24,43,19416,54606
24,45,16317,51927
24,47,6067,55691
24,510,139782,41895
25,0,760211,69200
25,1,18801,64150
25,3,16037,49890
25,5,66553,57732
25,7,1544,61259
25,9,80526,70074
25,11,8397,53953
25,13,80178,49072
25,15,20809,57737
25,17,134684,84026
25,19,765,82596
25,21,43999,90039
25,23,42124,74576
25,25,155184,54280
25,27,90611,65217
26,0,1567465,49755
26,1,1803,36377
26,3,1310,45308
26,5,12851,54232
26,7,4793,38121
26,9,2996,45743
26,11,3010,36460
26,13,1208,41624
26,15,5971,57235
26,17,17614,46061
26,19,2043,48846
26,21,26842,44145
26,23,6310,46371
26,25,20194,45916
26,27,7555,48030
26,29,3241,47991
26,31,4054,41930
26,33,6623,38989
26,35,7376,34655
26,37,7616,60650
26,39,2230,41101
26,41,5335,43338
26,43,3674,45174
26,45,10493,57088
26,47,3793,50191
26,49,87632,41787
26,51,4646,39721
26,53,2961,33600
26,55,8546,55592
26,57,6709,43509
26,59,7351,44780
26,61,6280,39126
26,63,4469,41678
26,65,53518,45840
26,67,8889,48681
26,69,4748,37122
26,71,1916,35961
26,73,18099,42431
26,75,23035,46670
26,77,47221,46283
26,79,2998,40709
26,81,94696,53342
26,83,281,40411
26,85,3194,30990
26,87,9590,51510
26,89,1922,60622
26,91,13651,48194
26,93,11312,74341
26,95,1081,37590
26,97,1682,39359
26,99,104347,54865
26,101,3822,37477
26,103,9701,44735
26,105,4637,42896
26,107,9146,41572
26,109,3383,42191
26,111,9740,51629
26,113,2389,40455
26,115,15436,57719
26,117,12197,41554
26,119,1433,37961
26,121,33197,42588
26,123,9922,41588
26,125,122452,69378
26,127,5206,41166
26,129,4438,35968
26,131,1084,35387
26,133,4643,40235
26,135,1703,33975
26,137,3142,44693
26,139,24462,60577
26,141,2071,39420
26,143,4882,35002
26,145,32739,44548
26,147,21850,50303
26,149,11088,43687
26,151,6028,42081
26,153,1410,39539
26,155,10349,47882
26,157,8304,43186
26,159,12261,46715
26,161,48651,62861
26,163,419820,41434
26,165,6171,39807
27,0,607870,61473
27,1,2306,40676
27,3,25800,70868
27,5,4793,51116
27,7,8056,43706
27,9,5272,52531
27,11,640,46495
27,13,11095,49513
27,15,2153,52272
27,17,4086,53291
27,19,4613,88500
27,21,4434,45179
27,23,1371,51274
27,25,3251,75122
27,27,7704,55560
27,29,1540,43674
27,31,537,48593
27,33,1473,48176
27,35,6815,50162
27,37,29892,76269
27,39,1531,68777
27,41,3474,52298
27,43,1866,48163
27,45,2360,52444
27,47,3774,47203
27,49,4377,60869
27,51,615,48179
27,53,154785,64490
27,55,1560,59900
27,57,2491,47944
27,59,2971,65342
27,61,6545,48525
27,63,992,53700
27,65,2166,48908
27,67,4783,57405
27,69,427,50372
27,71,1933,44113
27,73,700,48245
27,75,1098,52381
27,77,412,44727
27,79,2434,61665
27,81,577,48449
27,83,2839,53552
27,85,2797,60114
27,87,1063,39926
27,89,891,54433
27,91,2434,52042
27,93,2268,54354
27,95,3035,48434
27,97,3839,50685
27,99,4700,47537
27,101,796,52219
27,103,3134,61279
27,105,2769,50684
27,107,868,51597
27,109,14462,69430
27,111,6363,51510
27,113,1274,50905
27,115,4762,42157
27,117,1110,47164
27,119,3875,50175
27,121,1129,51343
27,123,85264,55070
27,125,368,48188
27,127,1886,49934
27,129,1661,54386
27,131,7510,60317
27,133,890,55352
27,135,1418,53838
27,137,32867,49714
27,139,7590,91688
27,141,6395,76512
27,143,1353,59893
27,145,19537,55832
27,147,3931,57850
